sort,coral_id,site,type,code,family,genus,species,cafi_size_mm,measurement,alt_size_mm,alt_measurement,cafi_weight,extraction_method,known_unknown,predicted_family,photo_num,revised_yn,revision_date,identified_by,revised_by,previous_name,AP_list_num,notes
609,MRB-POC16,MRB07,clear_shrimp,FECH,,,,4,rostrum_to_tail,,,NA,clove,known,palaemonidae,"Unknown Shrimp 238, 239, 240, 241",y,3-Nov,AP,ZSP,skinny clear shrimp with no claws,216,different original name in identified list
610,MRB-POC16,MRB07,clear_shrimp,FECH,,,,5,rostrum_to_tail,,,NA,clove,known,palaemonidae,"Unknown Shrimp 238, 239, 240, 241",y,3-Nov,AP,ZSP,skinny clear shrimp with no claws,217,different original name in identified list
611,MRB-POC16,MRB07,clear_shrimp,FECH,,,,4.5,rostrum_to_tail,,,NA,clove,known,palaemonidae,"Unknown Shrimp 238, 239, 240, 241",y,3-Nov,AP,ZSP,skinny clear shrimp with no claws,218,different original name in identified list
612,MRB-POC16,MRB07,clear_shrimp,FECH,,,,4,rostrum_to_tail,,,NA,clove,known,palaemonidae,"Unknown Shrimp 238, 239, 240, 241",y,3-Nov,AP,ZSP,skinny clear shrimp with no claws,219,different original name in identified list
613,MRB-POC16,MRB07,clear_shrimp,FECH,,,,7,rostrum_to_tail,,,NA,clove,known,palaemonidae,"Unknown Shrimp 242, 243, 244",y,3-Nov,AP,ZSP,skinny clear shrimp with no claws,220,different original name in identified list
614,MRB-POC16,MRB07,clear_shrimp,FECH,,,,6,rostrum_to_tail,,,NA,clove,known,palaemonidae,"Unknown Shrimp 242, 243, 244",y,3-Nov,AP,ZSP,skinny clear shrimp with no claws,221,different original name in identified list
615,MRB-POC16,MRB07,clear_shrimp,FECH,,,,8,rostrum_to_tail,,,NA,clove,known,palaemonidae,"Unknown Shrimp 242, 243, 244",y,3-Nov,AP,ZSP,skinny clear shrimp with no claws,222,different original name in identified list
616,MRB-POC16,MRB07,clear_shrimp,FECH,,,,5.5,rostrum_to_tail,,,NA,clove,known,palaemonidae,"Unknown Shrimp 245, 246, 247",y,3-Nov,AP,ZSP,skinny clear shrimp with no claws,223,different original name in identified list
617,MRB-POC16,MRB07,clear_shrimp,FECH,,,,5,rostrum_to_tail,,,NA,clove,known,palaemonidae,"Unknown Shrimp 245, 246, 247",y,3-Nov,AP,ZSP,skinny clear shrimp with no claws,224,different original name in identified list
618,MRB-POC16,MRB07,clear_shrimp,FECH,,,,5.5,rostrum_to_tail,,,NA,clove,known,palaemonidae,"Unknown Shrimp 245, 246, 247",y,3-Nov,AP,ZSP,skinny clear shrimp with no claws,225,different original name in identified list
619,MRB-POC16,MRB07,clear_shrimp,FECH,,,,6,rostrum_to_tail,,,NA,clove,known,palaemonidae,"Unknown Shrimp 225, 226, 227",y,3-Nov,AP,ZSP,skinny clear shrimp with white eyes and claws (EtOH),203,
620,MRB-POC16,MRB07,clear_shrimp,FECH,,,,7,rostrum_to_tail,,,NA,clove,known,palaemonidae,"Unknown Shrimp 225, 226, 227",y,3-Nov,AP,ZSP,skinny clear shrimp with white eyes and claws (EtOH),204,
621,MRB-POC16,MRB07,clear_shrimp,FECH,,,,5.5,rostrum_to_tail,,,NA,clove,known,palaemonidae,"Unknown Shrimp 225, 226, 227",y,3-Nov,AP,ZSP,skinny clear shrimp with white eyes and claws (EtOH),205,
622,MRB-POC16,MRB07,clear_shrimp,FECH,,,,5,rostrum_to_tail,,,NA,clove,known,palaemonidae,"Unknown Shrimp 228, 229, 230",y,3-Nov,AP,ZSP,skinny clear shrimp with white eyes and claws (EtOH),206,
623,MRB-POC16,MRB07,clear_shrimp,FECH,,,,5,rostrum_to_tail,,,NA,clove,known,palaemonidae,"Unknown Shrimp 228, 229, 230",y,3-Nov,AP,ZSP,skinny clear shrimp with white eyes and claws (EtOH),207,
624,MRB-POC16,MRB07,clear_shrimp,FECH,,,,5,rostrum_to_tail,,,NA,clove,known,palaemonidae,"Unknown Shrimp 228, 229, 230",y,3-Nov,AP,ZSP,skinny clear shrimp with white eyes and claws (EtOH),208,
625,MRB-POC16,MRB07,clear_shrimp,FECH,,,,4.5,rostrum_to_tail,,,NA,clove,known,palaemonidae,"Unknown Shrimp 234, 235, 236, 237",y,3-Nov,AP,ZSP,skinny clear shrimp with white eyes and claws (EtOH),212,
626,MRB-POC16,MRB07,clear_shrimp,FECH,,,,6,rostrum_to_tail,,,NA,clove,known,palaemonidae,"Unknown Shrimp 234, 235, 236, 237",y,3-Nov,AP,ZSP,skinny clear shrimp with white eyes and claws (EtOH),213,
627,MRB-POC16,MRB07,clear_shrimp,FECH,,,,5,rostrum_to_tail,,,NA,clove,known,palaemonidae,"Unknown Shrimp 234, 235, 236, 237",y,3-Nov,AP,ZSP,skinny clear shrimp with white eyes and claws (EtOH),214,
628,MRB-POC16,MRB07,clear_shrimp,FECH,,,,6,rostrum_to_tail,,,NA,clove,known,palaemonidae,"Unknown Shrimp 234, 235, 236, 237",y,3-Nov,AP,ZSP,skinny clear shrimp with white eyes and claws (EtOH),215,
629,MRB-POC16,MRB07,clear_shrimp,FECH,,,,4,rostrum_to_tail,,,NA,clove,known,palaemonidae,"Unknown Shrimp 248, 249, 250",y,3-Nov,AP,ZSP,skinny clear shrimp with white eyes and claws (EtOH),226,
630,MRB-POC16,MRB07,clear_shrimp,FECH,,,,5,rostrum_to_tail,,,NA,clove,known,palaemonidae,"Unknown Shrimp 248, 249, 250",y,3-Nov,AP,ZSP,skinny clear shrimp with white eyes and claws (EtOH),227,
631,MRB-POC16,MRB07,clear_shrimp,FECH,,,,5,rostrum_to_tail,,,NA,clove,known,palaemonidae,"Unknown Shrimp 248, 249, 250",y,3-Nov,AP,ZSP,skinny clear shrimp with white eyes and claws (EtOH),228,
632,MRB-POC16,MRB07,echinoderm,OPSP,,,,1,disc_width,2,arm_length,NA,clove,known,brittle_star_family,Unknown Brittle Star 8,y,3-Nov,AP,ZSP,tiny bubbly star,198,
633,MRB-POC16,MRB07,crab,TRBI,,,,3.5,carapace_width,,,NA,clove,known,trapeziidae,Unknown Crab 94,y,3-Nov,AP,ZSP,"trapezid, possibly bidentata?",197,
634,MRB-POC16,MRB07,crab,TRBI,trapeziidae,trapezia,bidentata,7.1,carapace_width,,,NA,clove,known,,,,,,,,,
635,MRB-POC16,MRB07,crab,TRSE,trapeziidae,trapezia,serenei,9.9,carapace_width,,,NA,clove,known,,,,,,,,,
636,MRB-POC16,MRB07,crab,TRSE,trapeziidae,trapezia,serenei,12.7,carapace_width,,,NA,clove,known,,,,,,,,,
637,MRB-POC16,MRB07,crab,TRSE,trapeziidae,trapezia,serenei,3,carapace_width,,,NA,clove,known,trapeziidae,T. serenei 8,,,,,,,
638,MRB-POC17,MRB08,shrimp,ALLO,alpheidae,alpheus,lottini,20,rostrum_to_tail,,,NA,clove,known,,,,,,,,,
639,MRB-POC17,MRB08,shrimp,ALLO,alpheidae,alpheus,lottini,19.4,rostrum_to_tail,,,NA,clove,known,,,,,,,,,
640,MRB-POC17,MRB08,hermit,CALA,diogenidae,calcinus,laevimanus,4,carapace_length,,,NA,clove,known,,,,,,,,,
641,MRB-POC17,MRB08,worm,fireworm,,,,11,total_length,,,NA,clove,unknown,fireworm_family,unknown fireworm 2,,,,,,,
642,MRB-POC17,MRB08,clear_shrimp,FECH,,,,5,rostrum_to_tail,,,NA,clove,known,palaemonidae,"unknown shrimp 252, 253",y,3-Nov,AP,ZSP,harpiliopsis,230,
643,MRB-POC17,MRB08,clear_shrimp,FECH,,,,5,rostrum_to_tail,,,NA,clove,known,palaemonidae,"unknown shrimp 252, 253",y,3-Nov,AP,ZSP,harpiliopsis,231,
644,MRB-POC17,MRB08,clear_shrimp,HADE,,,,10.5,rostrum_to_tail,,,NA,clove,known,palaemonidae,unknown shrimp 251,y,3-Nov,AP,ZSP,large_harpiliopsis,229,
645,MRB-POC17,MRB08,crab,TRBI,trapeziidae,trapezia,bidentata,11.5,carapace_width,,,NA,clove,known,,,,,,,,,
646,MRB-POC17,MRB08,crab,TRBI,trapeziidae,trapezia,bidentata,10.1,carapace_width,,,NA,clove,known,,,,,,,,,
647,MRB-POC17,MRB08,crab,TRSE,trapeziidae,trapezia,serenei,5,carapace_width,,,NA,clove,known,,,,,,,,,
648,MRB-POC17,MRB08,crab,TRSE,trapeziidae,trapezia,serenei,5.6,carapace_width,,,NA,clove,known,,,,,,,,,
649,MRB-POC18,MRB08,shrimp,ALLO,alpheidae,alpheus,lottini,13.9,rostrum_to_tail,,,NA,clove,known,,,,,,,,,
650,MRB-POC18,MRB08,shrimp,ALLO,alpheidae,alpheus,lottini,12.2,rostrum_to_tail,,,NA,clove,known,,,,,,,,,
651,MRB-POC18,MRB08,shrimp,ATAR,,,,5,rostrum_to_tail,,,NA,clove,known,alpheidae,unknown shrimp 258,y,3-Nov,AP,ZSP,alphaeid_mosaic_on_head,236,
652,MRB-POC18,MRB08,hermit,CALA,diogenidae,calcinus,laevimanus,5.9,carapace_length,,,NA,clove,known,,,,,,,,,
653,MRB-POC18,MRB08,hermit,CALA,diogenidae,calcinus,laevimanus,6.1,carapace_length,,,NA,clove,known,,,,,,,,,
654,MRB-POC18,MRB08,fish,CAMA,caracanthidae,caracanthus,maculatus,22.7,total_length,18.8,standard_length,NA,clove,known,,,,,,,,,kaitlyn #3019
655,MRB-POC18,MRB08,clear_shrimp,harpiliopsis,,,,8,rostrum_to_tail,,,NA,clove,unknown,palaemonidae,unknown shrimp 259,,,,,,,
656,MRB-POC19,MRB08,clear_shrimp,harpiliopsis,,,,10,rostrum_to_tail,,,NA,clove,unknown,palaemonidae,unknown shrimp 263,,,,,,,
657,MRB-POC18,MRB08,clear_shrimp,HADE,,,,12,rostrum_to_tail,,,NA,clove,known,palaemonidae,unknown shrimp 254,y,3-Nov,AP,ZSP,large_harpiliopsis,232,
658,MRB-POC19,MRB08,clear_shrimp,long_banded_claw_shrimp,,,,13,rostrum_to_tail,,,NA,clove,unknown,palaemonidae,unknown shrimp 262,,,,,,,
659,MRB-POC18,MRB08,clear_shrimp,FECH,,,,10,rostrum_to_tail,,,NA,smash,known,harpiliopsis_depressa,unknown shrimp 260,y,3-Nov,AP,ZSP,orange_claw_and_body_harpiliopsis,239,
660,MRB-POC19,MRB08,clear_shrimp,HADE,,,,17,rostrum_to_tail,,,NA,clove,known,harpiliopsis_depressa,unknown shrimp 261,y,3-Nov,AP,ZSP,orange_claw_and_body_harpiliopsis,240,
661,MRB-POC18,MRB08,clear_shrimp,FECH,,,,5,rostrum_to_tail,,,NA,clove,known,palaemonidae,"unknown shrimp 255, 256, 257",y,3-Nov,AP,ZSP,thicc_harpiliopsis,233,
662,MRB-POC18,MRB08,clear_shrimp,FECH,,,,6,rostrum_to_tail,,,NA,clove,known,palaemonidae,"unknown shrimp 255, 256, 257",y,3-Nov,AP,ZSP,thicc_harpiliopsis,234,
663,MRB-POC18,MRB08,clear_shrimp,FECH,,,,4.5,rostrum_to_tail,,,NA,clove,known,palaemonidae,"unknown shrimp 255, 256, 257",y,3-Nov,AP,ZSP,thicc_harpiliopsis,235,
664,MRB-POC18,MRB08,crab,TRBI,trapeziidae,trapezia,bidentata,9.9,carapace_width,,,NA,clove,known,,,,,,,,,kaitlyn #3017
665,MRB-POC18,MRB08,crab,TRBI,trapeziidae,trapezia,bidentata,8.8,carapace_width,,,NA,clove,known,,,,,,,,,kaitlyn #3018
666,MRB-POC18,MRB08,crab,TRSE,trapeziidae,trapezia,serenei,4,carapace_width,,,NA,clove,known,,,,,,,,,
667,MRB-POC18,MRB08,crab,TRSE,trapeziidae,trapezia,serenei,5,carapace_width,,,NA,smash,known,,,,,,,,,
668,MRB-POC19,MRB09,shrimp,ALLO,alpheidae,alpheus,lottini,22.5,rostrum_to_tail,,,NA,clove,known,,,,,,,,,
669,MRB-POC19,MRB09,shrimp,ALLO,alpheidae,alpheus,lottini,26.9,rostrum_to_tail,,,NA,clove,known,,,,,,,,,
670,MRB-POC19,MRB09,shrimp,ALST,alpheidae,alpheus,staphylinus,14,rostrum_to_tail,,,NA,clove,known,,,,,,,,,
671,MRB-POC19,MRB09,shrimp,ALST,alpheidae,alpheus,staphylinus,9.9,rostrum_to_tail,,,NA,clove,known,,,,,,,,,
672,MRB-POC19,MRB09,worm,black_polychaete,,,,75,total_length,,,NA,clove,unknown,,unknown worm,,,,,,,banded mouth nodules
673,MRB-POC19,MRB09,crab,blue_banded_majid_crab,,,,3.5,carapace_width,,,NA,smash,unknown,xanthidae,unknown crab 99,,,,,,,
674,MRB-POC19,MRB09,crab,frog_crab,,,,6,carapace_width,,,NA,smash,unknown,xanthidae,unknown crab 100,,,,,,,frog crab queen
675,MRB-POC19,MRB09,crab,fuzzy_xanthid_crab,,,,4,carapace_width,,,NA,clove,unknown,xanthidae,unknown crab 96,,,,,,,
676,MRB-POC19,MRB09,crab,LIIN,,,,2,carapace_width,,,NA,clove,known,xanthidae,unknown crab 98,y,3-Nov,AP,ZSP,galaxy_looking_xanthid,238,
677,MRB-POC19,MRB09,clear_shrimp,harpiliopsis,,,,9,rostrum_to_tail,,,NA,clove,unknown,palaemonidae,"unknown shrimp 264, 265, 266",,,,,,,
678,MRB-POC19,MRB09,clear_shrimp,harpiliopsis,,,,9,rostrum_to_tail,,,NA,clove,unknown,palaemonidae,"unknown shrimp 264, 265, 266",,,,,,,
679,MRB-POC19,MRB09,clear_shrimp,harpiliopsis,,,,8,rostrum_to_tail,,,NA,clove,unknown,palaemonidae,"unknown shrimp 264, 265, 266",,,,,,,
680,MRB-POC19,MRB09,clear_shrimp,harpiliopsis,,,,7,rostrum_to_tail,,,NA,clove,unknown,palaemonidae,"unknown shrimp 267, 268, 269",,,,,,,
681,MRB-POC19,MRB09,clear_shrimp,harpiliopsis,,,,8,rostrum_to_tail,,,NA,clove,unknown,palaemonidae,"unknown shrimp 267, 268, 269",,,,,,,
682,MRB-POC19,MRB09,clear_shrimp,harpiliopsis,,,,8,rostrum_to_tail,,,NA,clove,unknown,palaemonidae,"unknown shrimp 267, 268, 269",,,,,,,
683,MRB-POC19,MRB09,clear_shrimp,FECH,,,,6,rostrum_to_tail,,,NA,clove,known,palaemonidae,"unknown shrimp 270, 271",y,3-Nov,AP,ZSP,harpiliopsis,241,
684,MRB-POC19,MRB09,clear_shrimp,FECH,,,,6,rostrum_to_tail,,,NA,clove,known,palaemonidae,"unknown shrimp 270, 271",y,3-Nov,AP,ZSP,harpiliopsis,242,
685,MRB-POC19,MRB09,clear_shrimp,FECH,,,,7.5,rostrum_to_tail,,,NA,clove,known,palaemonidae,"unknown shrimp 272, 273, 274",y,3-Nov,AP,ZSP,harpiliopsis,243,
686,MRB-POC19,MRB09,clear_shrimp,FECH,,,,8,rostrum_to_tail,,,NA,clove,known,palaemonidae,"unknown shrimp 272, 273, 274",y,3-Nov,AP,ZSP,harpiliopsis,244,
687,MRB-POC19,MRB09,clear_shrimp,FECH,,,,7,rostrum_to_tail,,,NA,clove,known,palaemonidae,"unknown shrimp 272, 273, 274",y,3-Nov,AP,ZSP,harpiliopsis,245,
688,MRB-POC19,MRB09,clear_shrimp,FECH,,,,8,rostrum_to_tail,,,NA,clove,known,palaemonidae,"unknown shrimp 276, 277",y,3-Nov,AP,ZSP,harpiliopsis,246,
689,MRB-POC19,MRB09,clear_shrimp,FECH,,,,7,rostrum_to_tail,,,NA,clove,known,palaemonidae,"unknown shrimp 276, 277",y,3-Nov,AP,ZSP,harpiliopsis,247,
690,MRB-POC19,MRB09,snail,LIMP,,,,7.9,shell_length,,,NA,smash,known,quoyula madreporum,,,,,,,,
691,MRB-POC19,MRB09,echinoderm,OPPI,ophiocomidae,ophiocoma,pica,8.7,disc_width,25.7,arm_length,NA,clove,known,,,,,,,,,
692,MRB-POC19,MRB09,crab,PETU,majidae,perinia,tumida,6,carapace_width,,,NA,clove,known,,PETU 1,,,,,,,
693,MRB-POC19,MRB09,shrimp,possible_lottini,alpheidae,alpheus,,5,rostrum_to_tail,,,NA,clove,unknown,alpheidae,unknown shrimp 275,,,,,,,lottini?
694,MRB-POC19,MRB09,echinoderm,OPSA,,,,2,disc_width,9,arm_length,NA,smash,known,ophiocomidae,unknown brittle star 9,y,3-Nov,AP,ZSP,snakeskin_brittle_star,250,"slightly different name in identified, pic in post smash"
695,MRB-POC19,MRB09,crab,speckled_xanthid_crab,,,,3,carapace_width,,,NA,clove,unknown,xanthidae,unknown crab 97,,,,,,,
696,MRB-POC19,MRB09,clear_shrimp,FECH,,,,5.5,rostrum_to_tail,,,NA,clove,known,palaemonidae,"unknown shrimp 278, 279",y,3-Nov,AP,ZSP,thicc_harpiliopsis,248,different name in identified
697,MRB-POC19,MRB09,clear_shrimp,FECH,,,,5,rostrum_to_tail,,,NA,clove,known,palaemonidae,"unknown shrimp 278, 279",y,3-Nov,AP,ZSP,thicc_harpiliopsis,249,different name in identified
698,MRB-POC19,MRB09,crab,TRBI,trapeziidae,trapezia,bidentata,6,carapace_width,,,NA,clove,known,,,,,,,,,
699,MRB-POC19,MRB09,crab,TRBI,trapeziidae,trapezia,bidentata,5.8,carapace_width,,,NA,clove,known,,,,,,,,,
700,MRB-POC19,MRB09,crab,TRBI,trapeziidae,trapezia,bidentata,4,carapace_width,,,NA,clove,known,,,,,,,,,
701,MRB-POC19,MRB09,crab,TRBI,trapeziidae,trapezia,bidentata,3,carapace_width,,,NA,clove,known,,,,,,,,,
702,MRB-POC19,MRB09,crab,TRSE,trapeziidae,trapezia,serenei,12,carapace_width,,,NA,clove,known,,,,,,,,,
703,MRB-POC19,MRB09,crab,TRSE,trapeziidae,trapezia,serenei,9,carapace_width,,,NA,clove,known,,,,,,,,,
704,MRB-POC20,MRB09,shrimp,ALPA,alpheidae,alpheus,pachychirus,10,rostrum_to_tail,,,NA,clove,known,,alpheus pachychirus 3,,,,,,,
705,MRB-POC20,MRB09,shrimp,ALPA,alpheidae,alpheus,pachychirus,13,rostrum_to_tail,,,NA,clove,known,,alpheus pachychirus 4 maybe,,,,,,,
706,MRB-POC20,MRB09,shrimp,ALPA,alpheidae,alpheus,pachychirus,13,rostrum_to_tail,,,NA,smash,known,,alpheus pachychirus 5 maybe,,,,,,,
707,MRB-POC20,MRB09,shrimp,ALPA,alpheidae,alpheus,pachychirus,15,rostrum_to_tail,,,NA,smash,known,,alpheus pachychirus 6 maybe,,,,,,,
708,MRB-POC20,MRB09,hermit,CANI,diogenidae,calcinus,nitidus,5.6,carapace_length,,,NA,clove,known,,,,,,,,,
709,MRB-POC20,MRB09,hermit,CANI,diogenidae,calcinus,nitidus,8,carapace_length,,,NA,clove,known,,,,,,,,,
710,MRB-POC20,MRB09,hermit,CANI,diogenidae,calcinus,nitidus,5,carapace_length,,,NA,clove,known,,,,,,,,,
711,MRB-POC20,MRB09,hermit,CANI,diogenidae,calcinus,nitidus,2.8,carapace_length,,,NA,clove,known,,,,,,,,,
712,MRB-POC20,MRB09,crab,LIIN,,,,3,carapace_width,,,NA,clove,known,xanthidae,unknown crab 101,y,3-Nov,AP,ZSP,galaxy_looking_xanthid,251,
713,MRB-POC20,MRB09,snail,LIMP,,,,18.1,shell_length,,,NA,clove,known,quoyula madreporum,,,,,,,,
714,MRB-POC20,MRB09,snail,LIMP,,,,14.7,shell_length,,,NA,smash,known,quoyula madreporum,,,,,,,,
715,MRB-POC20,MRB09,snail,LIMP,,,,20.8,shell_length,,,NA,smash,known,quoyula madreporum,,,,,,,,
716,MRB-POC20,MRB09,shrimp,orange_spot_alpheid_shrimp,,,,20,rostrum_to_tail,,,NA,clove,unknown,alpheidae,unknown shrimp 280,,,,,,,
717,MRB-POC20,MRB09,shrimp,orange_spot_alpheid_shrimp,,,,13,rostrum_to_tail,,,NA,clove,unknown,alpheidae,unknown shrimp 281,,,,,,,
718,MRB-POC20,MRB09,clear_shrimp,FECH,,,,5,rostrum_to_tail,,,NA,clove,known,palaemonidae,"unknown shrimp 282, 283",y,3-Nov,AP,ZSP,orange_spotted_harpoliopsis,252,
719,MRB-POC20,MRB09,clear_shrimp,FECH,,,,6.5,rostrum_to_tail,,,NA,clove,known,palaemonidae,"unknown shrimp 282, 283",y,3-Nov,AP,ZSP,orange_spotted_harpoliopsis,253,
720,MRB-POC20,MRB09,clear_shrimp,FECH,,,,5,rostrum_to_tail,,,NA,clove,known,palaemonidae,"unknown shrimp 284, 285",y,3-Nov,AP,ZSP,orange_spotted_harpoliopsis,254,
721,MRB-POC20,MRB09,clear_shrimp,FECH,,,,4,rostrum_to_tail,,,NA,clove,known,palaemonidae,"unknown shrimp 284, 285",y,3-Nov,AP,ZSP,orange_spotted_harpoliopsis,255,
722,MRB-POC20,MRB09,clear_shrimp,FECH,,,,6,rostrum_to_tail,,,NA,clove,known,palaemonidae,unknown shrimp 286,y,3-Nov,AP,ZSP,orange_spotted_harpoliopsis,256,
723,MRB-POC20,MRB09,clear_shrimp,FECH,,,,5,rostrum_to_tail,,,NA,clove,known,palaemonidae,unknown shrimp 287,y,3-Nov,AP,ZSP,orange_spotted_harpoliopsis,257,
724,MRB-POC20,MRB09,worm,speckled_fireworm,,,,5,total_length,,,NA,clove,unknown,fireworm_family,"unknown fireworm 3, 4, 5",,,,,,,
725,MRB-POC20,MRB09,worm,spot_fireworm,,,,9,total_length,,,NA,clove,unknown,fireworm_family,"unknown fireworm 3, 4, 5",,,,,,,
726,MRB-POC20,MRB09,worm,tan_fireworm,,,,10,total_length,,,NA,clove,unknown,fireworm_family,"unknown fireworm 3, 4, 5",,,,,,,
727,MRB-POC20,MRB09,crab,TRAR,trapeziidae,trapezia,areolata,6.2,carapace_width,,,NA,clove,known,,,,,,,,,
728,MRB-POC20,MRB09,crab,TRBE,trapeziidae,trapezia,bella,5.7,carapace_width,,,NA,smash,known,,,,,,,,,
729,MRB-POC20,MRB09,crab,TRBE,trapeziidae,trapezia,bella,6,carapace_width,,,NA,clove,known,trapeziidae,trapezia bella maybe,,,,,,,
730,MRB-POC20,MRB09,crab,TRBE,trapeziidae,trapezia,bella,6,carapace_width,,,NA,smash,known,trapeziidae,trapezia bella 2 maybe,,,,,,,
731,MRB-POC20,MRB09,crab,TRBI,trapeziidae,trapezia,bidentata,11.8,carapace_width,,,NA,clove,known,,,,,,,,,
732,MRB-POC20,MRB09,crab,TRBI,trapeziidae,trapezia,bidentata,12.1,carapace_width,,,NA,clove,known,,,,,,,,,
733,MRB-POC20,MRB09,crab,TRBI,trapeziidae,trapezia,bidentata,6.4,carapace_width,,,NA,clove,known,,,,,,,,,
734,MRB-POC20,MRB09,crab,TRSE,trapeziidae,trapezia,serenei,7,carapace_width,,,NA,clove,known,,,,,,,,,
735,MRB-POC20,MRB09,crab,TRSE,trapeziidae,trapezia,serenei,7.5,carapace_width,,,NA,clove,known,,,,,,,,,
736,MRB-POC20,MRB09,crab,TRSE,trapeziidae,trapezia,serenei,3.6,carapace_width,,,NA,smash,known,,,,,,,,,
737,MRB-POC20,MRB09,crab,TRSE,trapeziidae,trapezia,serenei,5,carapace_width,,,NA,clove,known,,trapezia serenei 9,,,,,,,
738,MRB-POC20,MRB09,clear_shrimp,FECH,,,,5,rostrum_to_tail,,,NA,clove,known,palaemonidae,unknown shrimp 288,y,3-Nov,AP,ZSP,white_spotted_harpilopsis,258,different name in identified
739,MRB-POC21,MRB09,shrimp,all_over_spots_shrimp,,,,12,rostrum_to_tail,,,NA,clove,unknown,alpheidae,unknown shrimp 291,,,,,,,
740,MRB-POC21,MRB09,shrimp,ALLO,alpheidae,alpheus,lottini,16.8,rostrum_to_tail,,,NA,clove,known,,,,,,,,,"color degraded, identified on size and shape"
741,MRB-POC21,MRB09,shrimp,ALPA,alpheidae,alpheus,pachychirus,10,rostrum_to_tail,,,NA,smash,known,,alpheus pachychirus 7 maybe,,,,,,,
742,MRB-POC21,MRB09,shrimp,ALPA,alpheidae,alpheus,pachychirus,10,rostrum_to_tail,,,NA,smash,known,,alpheus pachychirus 8 maybe,,,,,,,
743,MRB-POC21,MRB09,worm,fireworm,,,,10,total_length,,,NA,clove,unknown,fireworm_family,unknown fireworm 6,,,,,,,
744,MRB-POC21,MRB09,shrimp,four_tail_spot_alpheid_shrimp,,,,20,rostrum_to_tail,,,NA,clove,unknown,alpheidae,unknown shrimp 290,,,,,,,
745,MRB-POC21,MRB09,clear_shrimp,HADE,,,,12,rostrum_to_tail,,,NA,clove,known,palaemonidae,unknown shrimp 292,y,3-Nov,AP,ZSP,harpiliopsis,261,
746,MRB-POC21,MRB09,clear_shrimp,HADE,,,,10,rostrum_to_tail,,,NA,clove,known,palaemonidae,unknown shrimp 293,y,3-Nov,AP,ZSP,harpiliopsis,262,
747,MRB-POC21,MRB09,snail,LIMP,,,,17.8,shell_length,,,NA,clove,known,quoyula madreporum,,,,,,,,
748,MRB-POC21,MRB09,snail,LIMP,,,,11.4,shell_length,,,NA,clove,known,quoyula madreporum,,,,,,,,
749,MRB-POC21,MRB09,snail,LIMP,,,,4.6,shell_length,,,NA,clove,known,quoyula madreporum,,,,,,,,
750,MRB-POC21,MRB09,echinoderm,MALO,,,,5.2,disc_width,73,arm_length,NA,smash,known,macrophiothrix_longipeda,unknown brittle star 11,,27-Nov,JC,JC,macrophiothrix_spp,,disc in smash
751,MRB-POC21,MRB09,echinoderm,MALO,,,,6.4,disc_width,68,arm_length,NA,smash,known,macrophiothrix_longipeda,unknown brittle star 11,,27-Nov,JC,JC,macrophiothrix_spp,,
752,MRB-POC21,MRB09,echinoderm,OPPI,ophiocomidae,ophiocoma,pica,11.1,disc_width,26.3,arm_length,NA,clove,known,,,,,,,,,
753,MRB-POC21,MRB09,echinoderm,OPSA,,,,3,disc_width,7,arm_length,NA,clove,known,ophiocomidae,unknown brittle star 10,y,3-Nov,AP,ZSP,snakeskin_brittle_star,259,slightly different name in identified list
754,MRB-POC21,MRB09,crab,TRSE,,,,5,carapace_width,,,NA,clove,known,trapeziidae,unknown crab 102,y,3-Nov,AP,ZSP,spotted_all_over,260,slightly different name in identified list
755,MRB-POC21,MRB09,crab,TRAR,trapeziidae,trapezia,areolata,7.4,carapace_width,,,NA,clove,known,,,,,,,,,
756,MRB-POC21,,crab,TRAR,trapezia,areolata,areolata,6.5,carapace_width,,,NA,clove,known,,,,,,,,,
757,MRB-POC21,MRB09,crab,TRBI,trapeziidae,trapezia,bidentata,9.5,carapace_width,,,NA,clove,known,,,,,,,,,gravid
758,MRB-POC21,MRB09,crab,TRBI,trapeziidae,trapezia,bidentata,9.4,carapace_width,,,NA,clove,known,,,,,,,,,
759,MRB-POC21,MRB09,crab,TRSE,trapeziidae,trapezia,serenei,5.1,carapace_width,,,NA,clove,known,,,,,,,,,
760,MRB-POC21,MRB09,crab,TRSE,trapeziidae,trapezia,serenei,5.6,carapace_width,,,NA,clove,known,,,,,,,,,
761,MRB-POC21,MRB09,crab,TRSE,trapeziidae,trapezia,serenei,4.1,carapace_width,,,NA,clove,known,,,,,,,,,
762,MRB-POC21,MRB09,crab,TRSE,trapeziidae,trapezia,serenei,3.8,carapace_width,,,NA,clove,known,,,,,,,,,
763,MRB-POC21,MRB09,crab,TRSE,trapeziidae,trapezia,serenei,3.2,carapace_width,,,NA,smash,known,,,,,,,,,
764,MRB-POC21,MRB09,crab,TRSE,trapeziidae,trapezia,serenei,2,carapace_width,,,NA,clove,known,,trapezia serenei 10,,,,,,,
765,MRB-POC21,MRB09,crab,TRTI,trapeziidae,trapezia,tigrina,3,carapace_width,,,NA,clove,known,,trapezia tigrina 2,,,,,,,
766,MRB-POC21,MRB09,shrimp,zig_zaggy_claw_shrimp,,,,12,rostrum_to_tail,,,NA,clove,unknown,alpheidae,unknown shrimp 289,,,,,,,
