master_sort,old_sort,coral_id,site,code,type,search_term,cafi_size_mm,measurement,alt_size_mm,alt_measurement,extraction_method,photo_num,id_certainty,general_notes,identification_notes,revised_yn,revision_date,identified_by,revised_by,previous_name,worms_id,lowest_level,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,genus,species
889,879,HAU-POC05,HAU02,SYLL,worm,Syllidae,13,total_length,,,smash,Unknown Polychaete 2,certain,,Stringy extensions of parapodia without setae,y,4/16/2020; 2020-05-22,JC,JC; JC,polychaete; brown_polychaete,948,family,Annelida,NA,NA,Polychaeta,Errantia,NA,Phyllodocida,Nereidiformia,NA,NA,Syllidae,NA,NA,NA
890,880,HAU-POC06,HAU02,CANI,hermit,Calcinus nitidus,2.3,carapace_length,,,clove,,certain,,,,,,,,208675,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Diogenidae,NA,Calcinus,Calcinus nitidus
891,881,HAU-POC06,HAU02,CANI,hermit,Calcinus nitidus,3,carapace_length,,,clove,,certain,,,,,,,,208675,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Diogenidae,NA,Calcinus,Calcinus nitidus
892,882,HAU-POC06,HAU02,CANI,hermit,Calcinus nitidus,3.7,carapace_length,,,clove,,certain,,,,,,,,208675,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Diogenidae,NA,Calcinus,Calcinus nitidus
893,883,HAU-POC06,HAU02,PAMO,fish,Paragobiodon modestus,10.3,total_length,8,standard_length,clove,,certain,,,,,,,,219538,species,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Gobioidei,NA,NA,Gobiidae,Gobiinae,Paragobiodon,Paragobiodon modestus
894,884,HAU-POC06,HAU02,ALLO,shrimp,Alpheus lottini,21.6,rostrum_to_tail,,,clove,,certain,,,,,,,,210544,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Alpheus,Alpheus lottini
895,885,HAU-POC06,HAU02,TRBI,crab,Trapezia bidentata,8.2,carapace_width,,,clove,,certain,,,,,,,,443875,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia bidentata
896,886,HAU-POC06,HAU02,TRBI,crab,Trapezia bidentata,6.1,carapace_width,,,clove,,certain,,,,,,,,443875,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia bidentata
897,887,HAU-POC06,HAU02,TRSE,crab,Trapezia serenei,4.8,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
898,888,HAU-POC06,HAU02,TRSE,crab,Trapezia serenei,9.1,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
899,889,HAU-POC06,HAU02,TRSE,crab,Trapezia serenei,10.6,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
900,890,HAU-POC06,HAU02,COMO,snail,Coralliophila monodonta,29,total_length,,,clove,,certain,,"In biocode as quoyula madreporarum, corrected to accepted name",y,2020-05-22,JC,JC,LIMP,549942,species,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,Coralliophila monodonta
901,891,HAU-POC06,HAU02,CALT,hermit,Calcinus latens,3,carapace_length,,,clove,,certain,,,,,,,,208677,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Diogenidae,NA,Calcinus,Calcinus latens
902,892,HAU-POC06,HAU02,CALT,hermit,Calcinus latens,2,carapace_length,,,clove,,certain,,,,,,,,208677,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Diogenidae,NA,Calcinus,Calcinus latens
903,893,HAU-POC06,HAU02,CALT,hermit,Calcinus latens,2,carapace_length,,,clove,,certain,,,,,,,,208677,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Diogenidae,NA,Calcinus,Calcinus latens
904,894,HAU-POC06,HAU02,CALT,hermit,Calcinus latens,3.7,carapace_length,,,clove,,certain,,,,,,,,208677,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Diogenidae,NA,Calcinus,Calcinus latens
905,895,HAU-POC06,HAU02,CALT,hermit,Calcinus latens,3.7,carapace_length,,,clove,,certain,,,,,,,,208677,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Diogenidae,NA,Calcinus,Calcinus latens
906,896,HAU-POC06,HAU02,BRPI,echinoderm,Breviturma pica,9.5,disc_width,21.1,arm_length,clove,,certain,,Accepted genus corrected from Ophiocoma to Breviturma,y,2020-05-22,JC,JC,OPPI,1306674,species,Echinodermata,Asterozoa,NA,Ophiuroidea,Myophiuroidea,Ophintegrida,Ophiacanthida,Ophiodermatina,NA,Ophiocomoidea,Ophiocomidae,NA,Breviturma,Breviturma pica
907,897,HAU-POC06,HAU02,HASP,shrimp,Harpiliopsis spinigera,19,rostrum_to_tail,,,clove,Unknown Shrimp 328,certain,,,y,17-Oct,AP,AP,large_harpiliopsis,220130,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,Harpiliopsis spinigera
908,898,HAU-POC06,HAU02,HASP,shrimp,Harpiliopsis spinigera,16,rostrum_to_tail,,,clove,Unknown Shrimp 329,certain,,,y,17-Oct,AP,AP,large_harpiliopsis,220130,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,Harpiliopsis spinigera
909,899,HAU-POC06,HAU02,OPSE,echinoderm,Ophiocomella sexradia,2,disc_width,9,arm_length,clove,Unknown Brittle Star 13,certain,,6 arms,y,5/7/2020,AP,JC,unknown_brittle,213452,species,Echinodermata,Asterozoa,NA,Ophiuroidea,Myophiuroidea,Ophintegrida,Ophiacanthida,Ophiodermatina,NA,Ophiocomoidea,Ophiocomidae,NA,Ophiocomella,Ophiocomella sexradia
910,900,HAU-POC06,HAU02,PHYL,worm,Phyllodocidae,45,total_length,,,clove,Unknown Polychaete,certain,,"big, frequent, leaf-shaped parapodia extensions",y,2020-05-22,JC,JC,polychaete,931,family,Annelida,NA,NA,Polychaeta,Errantia,NA,Phyllodocida,Phyllodociformia,NA,NA,Phyllodocidae,NA,NA,NA
911,901,HAU-POC06,HAU02,OPSE,echinoderm,Ophiocomella sexradia,2,disc_width,15,arm_length,clove,Unknown Brittle star 14,certain,,6 arms,y,5/7/2020,AP,JC,unknown_brittle,213452,species,Echinodermata,Asterozoa,NA,Ophiuroidea,Myophiuroidea,Ophintegrida,Ophiacanthida,Ophiodermatina,NA,Ophiocomoidea,Ophiocomidae,NA,Ophiocomella,Ophiocomella sexradia
912,902,HAU-POC06,HAU02,OPSP,echinoderm,Ophiozonella,2,disc_width,2,arm_length,clove,Unknown Brittle Star 15,revision_possible,,"Mandala-esque body with highly flared segment junctions, no spine-like extensions of segment junctions",y,5/7/2020,AP,JC,unknown_brittle,123573,genus,Echinodermata,Asterozoa,NA,Ophiuroidea,Myophiuroidea,Ophintegrida,Amphilepidida,Ophionereidina,NA,Ophiolepidoidea,Hemieuryalidae,NA,Ophiozonella,NA
913,903,HAU-POC06,HAU02,FECH,shrimp,Fennera chacei,8,rostrum_to_tail,,,clove,Unknown Shrimp 330,certain,"different name in identified list, says thicc_harpiliopsis line 303",,y,17-Oct,AP,AP,harpiliopsis,220125,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Fennera,Fennera chacei
914,904,HAU-POC06,HAU02,QUQU,amphipod,Quadrimaera quadrimana,5,rostrum_to_tail,,,clove,Unknown Amphipod,certain,,"Eye is slightly different, but very similar to reference photos; species name on biocode listed as quadrimanus, corrected to quadrimana",y,2020-05-22,JC,JC,angry_flea_amphipod,421523,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Hadziida,Hadzioidea,Maeridae,NA,Quadrimaera,Quadrimaera quadrimana
915,905,HAU-POC06,HAU02,FECH,shrimp,Fennera chacei,5,rostrum_to_tail,,,clove,Unknown Shrimp 331,certain,,,y,17-Oct,AP,AP,thicc_harpiliopsis,220125,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Fennera,Fennera chacei
916,906,HAU-POC07,HAU03,ALLO,shrimp,Alpheus lottini,25.1,rostrum_to_tail,,,clove,,certain,,,,,,,,210544,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Alpheus,Alpheus lottini
917,907,HAU-POC07,HAU03,ALLO,shrimp,Alpheus lottini,25.1,rostrum_to_tail,,,clove,,certain,,,,,,,,210544,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Alpheus,Alpheus lottini
918,908,HAU-POC07,HAU03,TRSE,crab,Trapezia serenei,9.6,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
919,909,HAU-POC07,HAU03,TRSE,crab,Trapezia serenei,13.8,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
920,910,HAU-POC07,HAU03,CANI,hermit,Calcinus nitidus,3.3,carapace_length,,,clove,,certain,,,,,,,,208675,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Diogenidae,NA,Calcinus,Calcinus nitidus
921,911,HAU-POC08,HAU03,TRBI,crab,Trapezia bidentata,7,carapace_width,,,clove,,certain,,,,,,,,443875,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia bidentata
922,912,HAU-POC08,HAU03,TRBI,crab,Trapezia bidentata,8.1,carapace_width,,,clove,,certain,,,,,,,,443875,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia bidentata
923,913,HAU-POC08,HAU03,TRSE,crab,Trapezia serenei,12.7,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
924,914,HAU-POC08,HAU03,TRSE,crab,Trapezia serenei,10.5,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
925,915,HAU-POC08,HAU03,TRSE,crab,Trapezia serenei,3.5,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
926,916,HAU-POC08,HAU03,TRSE,crab,Trapezia serenei,2.7,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
927,917,HAU-POC08,HAU03,COMO,snail,Coralliophila monodonta,14.5,total_length,,,clove,,certain,,"In biocode as quoyula madreporarum, corrected to accepted name",y,2020-05-22,JC,JC,LIMP,549942,species,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,Coralliophila monodonta
928,918,HAU-POC08,HAU03,ALLO,shrimp,Alpheus lottini,24.2,rostrum_to_tail,,,clove,,certain,,,,,,,,210544,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Alpheus,Alpheus lottini
929,919,HAU-POC08,HAU03,ALLO,shrimp,Alpheus lottini,21.6,rostrum_to_tail,,,clove,,certain,,,,,,,,210544,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Alpheus,Alpheus lottini
930,920,HAU-POC09,HAU03,TRSE,crab,Trapezia serenei,10.7,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
931,921,HAU-POC09,HAU03,TRSE,crab,Trapezia serenei,7.6,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
932,922,HAU-POC09,HAU03,TRSE,crab,Trapezia serenei,12.8,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
933,923,HAU-POC09,HAU03,TRSE,crab,Trapezia serenei,5.4,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
934,924,HAU-POC09,HAU03,TRSE,crab,Trapezia serenei,4.8,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
935,925,HAU-POC09,HAU03,ALLO,shrimp,Alpheus lottini,20.4,rostrum_to_tail,,,clove,,certain,,,,,,,,210544,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Alpheus,Alpheus lottini
936,926,HAU-POC09,HAU03,ALLO,shrimp,Alpheus lottini,20.3,rostrum_to_tail,,,clove,,certain,,,,,,,,210544,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Alpheus,Alpheus lottini
937,927,HAU-POC09,HAU03,PAMO,fish,Paragobiodon modestus,22.8,total_length,17.3,standard_length,clove,,certain,,,,,,,,219538,species,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Gobioidei,NA,NA,Gobiidae,Gobiinae,Paragobiodon,Paragobiodon modestus
938,928,HAU-POC09,HAU03,PAMO,fish,Paragobiodon modestus,22,total_length,18.6,standard_length,clove,,certain,,,,,,,,219538,species,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Gobioidei,NA,NA,Gobiidae,Gobiinae,Paragobiodon,Paragobiodon modestus
939,929,HAU-POC09,HAU03,COMO,snail,Coralliophila monodonta,15.2,total_length,,,clove,,certain,,"In biocode as quoyula madreporarum, corrected to accepted name",y,2020-05-22,JC,JC,LIMP,549942,species,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,Coralliophila monodonta
940,930,HAU-POC09,HAU03,COMO,snail,Coralliophila monodonta,8.1,total_length,,,clove,,certain,,"In biocode as quoyula madreporarum, corrected to accepted name",y,2020-05-22,JC,JC,LIMP,549942,species,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,Coralliophila monodonta
941,931,HAU-POC09,HAU03,COMO,snail,Coralliophila monodonta,12.6,total_length,,,clove,,certain,,"In biocode as quoyula madreporarum, corrected to accepted name",y,2020-05-22,JC,JC,LIMP,549942,species,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,Coralliophila monodonta
942,932,HAU-POC09,HAU03,COMO,snail,Coralliophila monodonta,16.6,total_length,,,clove,,certain,,"In biocode as quoyula madreporarum, corrected to accepted name",y,2020-05-22,JC,JC,LIMP,549942,species,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,Coralliophila monodonta
943,933,HAU-POC09,HAU03,COMO,snail,Coralliophila monodonta,16.6,total_length,,,clove,,certain,,"In biocode as quoyula madreporarum, corrected to accepted name",y,2020-05-22,JC,JC,LIMP,549942,species,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,Coralliophila monodonta
944,934,HAU-POC09,HAU03,COMO,snail,Coralliophila monodonta,4.2,total_length,,,clove,,certain,,"In biocode as quoyula madreporarum, corrected to accepted name",y,2020-05-22,JC,JC,LIMP,549942,species,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,Coralliophila monodonta
945,935,HAU-POC09,HAU03,COMO,snail,Coralliophila monodonta,19.3,total_length,,,clove,,certain,,"In biocode as quoyula madreporarum, corrected to accepted name",y,2020-05-22,JC,JC,LIMP,549942,species,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,Coralliophila monodonta
946,936,HAU-POC09,HAU03,CALT,hermit,Calcinus latens,5.4,carapace_length,,,clove,,certain,,,,,,,,208677,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Diogenidae,NA,Calcinus,Calcinus latens
947,937,HAU-POC09,HAU03,CALT,hermit,Calcinus latens,2.5,carapace_length,,,clove,,certain,,,,,,,,208677,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Diogenidae,NA,Calcinus,Calcinus latens
948,938,HAU-POC09,HAU03,CALT,hermit,Calcinus latens,3.2,carapace_length,,,clove,,certain,,,,,,,,208677,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Diogenidae,NA,Calcinus,Calcinus latens
949,939,HAU-POC09,HAU03,CALT,hermit,Calcinus latens,1.3,carapace_length,,,clove,,certain,,,,,,,,208677,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Diogenidae,NA,Calcinus,Calcinus latens
950,940,HAU-POC09,HAU03,CANI,hermit,Calcinus nitidus,2.3,carapace_length,,,clove,,certain,,,,,,,,208675,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Diogenidae,NA,Calcinus,Calcinus nitidus
951,941,HAU-POC09,HAU03,CANI,hermit,Calcinus nitidus,2.3,carapace_length,,,clove,,certain,,,,,,,,208675,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Diogenidae,NA,Calcinus,Calcinus nitidus
952,942,HAU-POC09,HAU03,CANI,hermit,Calcinus nitidus,2,carapace_length,,,clove,,certain,,,,,,,,208675,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Diogenidae,NA,Calcinus,Calcinus nitidus
953,943,HAU-POC09,HAU03,PAGU,hermit,Paguridae,NA,carapace_length,,,clove,no photo,uncertain,"squished during extraction, but at that small almost certainly a pagurid",small clearish hermits,y,5/14/2020,,JC,unknown_hermit,106738,family,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Paguridae,NA,NA,NA
954,944,HAU-POC08,HAU03,PAAR,fish,Paracirrhites arcatus,90,total_length,70,standard_length,field,,certain,"entered directly, not recorded on data sheet",,,,,,,218866,species,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Percoidei,NA,NA,Cirrhitidae,NA,Paracirrhites,Paracirrhites arcatus
955,945,HAU-POC07,HAU03,PSHE,fish,Pseudocheilinus hexataenia,30,total_length,,standard_length,field,,certain,"entered directly, not recorded on data sheet",,,,,,,208915,species,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Labroidei,NA,NA,Labridae,NA,Pseudocheilinus,Pseudocheilinus hexataenia
956,946,HAU-POC07,HAU03,PAAR,fish,Paracirrhites arcatus,60,total_length,,standard_length,field,,certain,"entered directly, not recorded on data sheet",,,,,,,218866,species,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Percoidei,NA,NA,Cirrhitidae,NA,Paracirrhites,Paracirrhites arcatus
957,947,HAU-POC07,HAU03,HABE,shrimp,Harpiliopsis beaupresii,18,rostrum_to_tail,,,clove,Unknown Shrimp 337,certain,,,y,17-Oct; 2020-05-11,JC,AP; JC; JC,large_harpiliopsis; HADE,220132,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,Harpiliopsis beaupresii
958,948,HAU-POC07,HAU03,HABE,shrimp,Harpiliopsis beaupresii,15,rostrum_to_tail,,,clove,Unknown Shrimp 338,certain,,,y,17-Oct; 2020-05-11,JC,AP; JC; JC,large_harpiliopsis; HADE,220132,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,Harpiliopsis beaupresii
959,949,HAU-POC07,HAU03,OPSA,echinoderm,Ophiactis savignyi,1,disc_width,6,arm_length,smash,Unknown Brittle Star 16,certain,,,y,3/30/2020; 5/13/2020,JC,JC; AP,snakeskin_brittle_star; OPSE,125122,species,Echinodermata,Asterozoa,NA,Ophiuroidea,Myophiuroidea,Ophintegrida,Amphilepidida,Gnathophiurina,NA,Ophiactoidea,Ophiactidae,NA,Ophiactis,Ophiactis savignyi
960,950,HAU-POC08,HAU03,HASP,shrimp,Harpiliopsis spinigera,20,rostrum_to_tail,,,clove,Unknown Shrimp 339,certain,,,y,17-Oct,AP,AP,large_harpiliopsis,220130,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Palaemonoidea,Palaemonidae,NA,Harpiliopsis,Harpiliopsis spinigera
